date,user,star,like,comment
2021년 4월 27일,조민규,4,3.0,잘 사용했는데 이번에 업데이트 되면서 티비 연결이 안되네요 이전 버전에서는 LG TV도 연결해서 잘 활용했는데 업데이트된 버전에는 TV 연결이 안되네요 삼성만 연결되게 바뀐거 같은데... LG TV는 연결이 안될까요?
2021년 4월 29일,고도리,1,15.0,계속 사용하다가 일부 기계또는 전체 기계 오프라인 되네요. 매번 다시 등록해야하는데 이것도 노가다라 힘듬. 오류 보냈습니다. 해결해주세요. 오프라인 되도 새로고침해서 자동 연결 되어야 하는거 아님요?? 삼성인데?? 나도 개발자인데 넘하시네용?
2021년 3월 31일,SeungHyun Seo,1,5.0,티비가 제 멋대로 켜져요.. 자정이 지난시간인데.. 업데이트하고 폰 재부팅하라고해서 했는데도 마찬가지예요 앱 삭제하고 여기까지 와서 리뷰쓰네요 노트8 사용자입니다(OS및보안최신버전) ~~~~~~~~ 앱 삭제 했다고 언급했습니다. 로그 삭제 돼서 없습니다. 요청하신 필수 정보를 어디로 보내야할지 연락처가 없습니다.
2021년 5월 4일,김수회,1,4.0,이번 업뎃후에 미러링이 되었던 TV가 연결이 안되네요 업뎃 이전 연결해서 잘보고 있었는데 다시 되돌려주세요 뭘 위한 업뎃인지 모르겠네요 TV기기 연결은 2016년 모델 80여개와 2017년 이후 꺼만 추가할수있게 되어있네요 예전 스마트TV 구입한 사람들은 신경쓸필요없어서 그런가요?
2021년 7월 22일,성창환,5,,다 좋은데 오디오 분리재생 고정할수 있는거좀 만들어주세요. 블루투스 연결할때마다 오디오출력이 스피커로 고정되는디 전 핸드폰으로 고정하고싶어요. 둘중 선택해서 고정할수있는기능을 만들어주세요
2021년 8월 2일,박찬민,3,,저 무선 이어폰은 찾는거 선택한느거에 안떠요 버즈 잃어버려서 찾을려고 했는데 안되내요 수정해 주세요
2021년 7월 26일,Eunsu Lee,2,,"tv 매직스크린에서 하라는대로 사진 설정하려고 하면 ""모바일 기기와 TV에서 오류가 발생했습니다(014300)"" 이라고 나오고 안됩니다.. 대체 뭐가 문젠가요ㅡㅡ"
2021년 7월 27일,봄봄나비다,1,1.0,너무 에러나서 다시깔았는데 스마트 컨트롤 연결도 안되고 짜증나네요... (전원도 켜고 세탁기나 건조기의 스마트 컨트롤 모드 켜놔도 계속 세탁기가 꺼져있다고 나옴..)
2021년 7월 27일,Byounggoo Kim,1,2.0,"앱 실행부터 조작까지 드럽게 느리고, 서버관리를 발로하는지 계정에 연결되어있는 기기수도 틀리다고 나오질 않나, 외부앱에서 열결시 붙었다 떨어졌다 난리도 아니고, 한번 떨어지면 다시 붙히는것도 더럽게 힘들고, 삼성불매중 다 정리하고 딱 한대 남은 가습공기청정기인데 소프트웨어에서 속 썩일때마다 앞으로 다시는 삼성꺼 안쓴다고 다짐을한다. 오죽했으면 리뷰도 달며 막말로 적는데, 진심으로 별 하나도 주기 싫었어."
2021년 4월 21일,청천심해,3,,"몇시간을 해매다가 겨우 해결은 했는데 방법이 좀 특이합니다 아직 해결 안되신 분들 참고 하시기 바랍니다 먼저 스마트폰 와이파이 고급 설정에 들어가시면 스마트 네트워크 전환이란게 있습니다 그건 기본적으로 끕니다 그리고 스마트싱 앱을 재설치 하시든 아님 문제가 있는 디바이스만 제거하시든 하여 깨끗히 비웁니다 그리고 지금부터가 좀 재미있는데 과거에 사용하시던 스마트홈 앱을 다운 받습니다 그리고 설치하여 해당 디바이스 예를들어 에어컨을 설치하면 기기를 껐다가 다시 켜라고 합니다 그러면 설치가 완료됩니다 스마트홈에 에어컨을 클릭하면 스마트싱...
전체 리뷰"
2021년 4월 21일,임준휘,5,,"블루투스 기기 접근에 대해서 상당히 용이합니다. 스피커+이어폰 동시연결가능해서 매우 좋습니다 스마트워치도 연결 제어가능합니다만, 관리어플은 스마트워치별로 있으니 참고"
2021년 8월 31일,이성재,1,4.0,"이동중에 차량에서 블루투스 이어폰을 작동하면 연결도 잘안되고 ....와이파이가 자동으로 켜지는바람에 폰으로 카드 결제시스템을 사용하는데 결제시스템이 작동이안됨니다 디비이스감지시에 자동으로 와이파이 와 불루투스가 자동으로 켜지도록 되어있고 이옵션이 분리되지안고 함께 on/off되는데 사용자가 불리설정해서 작동할수있었으면함니다 어려운 문제이면 이걸 삭제하면어덯게 되나요 불루투스이어폰 사용은할수있는지요,,????"
2021년 6월 23일,Junken Youn,3,6.0,모하비 순정 오디오와 블루투스 연결로 사용하는데 음악듣다가 전화와서 통화 후 종료하면 출력 장치는 여전히 자동차 오디오인데 소리가 나오지 않는 현상이 발생합니다. 그 상태에서 오디오 츌력장치를 휴대폰으로 선택했다가 다시 자동차 오디오 선택하면 소리가 다시 나오긴하는데 운전중에는 좀 부담됩니다. 개선해 주셨으면 합니다.
2021년 6월 24일,최혜지,5,,"밖에서 미리 에어컨 시원하게 켜놓을수도 있고, 깜빡했을때도 원격으로 할수도 있고, 멀리 있어도 원격으로 할수 있어서 너무 좋아요ㅎㅎㅎ 리모컨을 써본적이 없어요ㅋㅋㅋ 폰으로 다하니까"
2021년 4월 9일,Seey Kaak,5,,여름에 에어컨틀때 유용함
2021년 5월 4일,김병석,1,7.0,진짜 개발자 다 짤라버려라 업데이트 할때마다 재등록해야되면 개발자 존재이유가뭐냐?? 하다못해 샤오미 미홈도 이렇게까지 개판은아니다. 옆동네 엘지도. 무슨 앱 업데이트만하면 다 재등록해야하고 잡지도못함??이게진짜 삼성에서 나온 앱이 맞냐?
2021년 7월 21일,노성찬,1,4.0,잘되다가 어느순간부터 에어컨은 켜져있는데 앱으로 들어가보면 연결이 안되있다고 하고 에어컨 다시 삭제도 해보고 앱을 다시 깔아도 보고 하는데 전혀 되질않네요 오류보고를 할려고 해도 오류도 안보내진다고하고ㅡㅡ 첨부터 안되면 이해하겠는데 어느순간 부터 안되니까 짜증나네요 그리고 AP모드로 하고 나서 39프로만 되면 계속 튕기네요 어찌해야되요?
2021년 6월 6일,송남훈,3,,스마트폰으로 tv 켜고/끄고 가능하게 해주시면 좋겠습니다 tv전원이 꺼지면 스마트폰으로 tv작동을 할 수 가 없습니다 smartthings로 인식이 안되는건가요 참고로 un48ju6990f 제품입니다 도움부탁드립니다
2021년 4월 10일,soyeon jo,5,,구글 지도 사용하는 건가요? 제가 사는 동네가 너무 옛날버전으로 나와서 위치추적을 해도 어디인지 모르겠어요 ㅠ
2021년 4월 14일,지민,5,,쓰기 간편합니다
2021년 7월 23일,이진훈,2,,업뎃후 바보가됐습니다. 잘 나오던 기어 정보가 설정건드려봐도 사라진채 나오질 않네요... 스마트홈기기가 없어 기어정보(배터리나 소리제어) 보는게 유일한 목적인데 망했습니다.
2019년 8월 9일,Jaeyoung PARK,1,,"어제밤까지는 잘 사용되었는데, 갑자기 오늘부터는 온도조절이 비활성화되어있네요 마이윈드로 저장된건 설정이되나 냉방에서도 온도,바람세기,풍향등 개별컨트롤이 갑자기 막혀서 안되네요"
2019년 8월 9일,장문성,1,2.0,샤오미도 이거보단 연결성이 좋다 공기청정기 연결은 성공하는데 에어컨 연결 아무리해봐도 안됨 ㅋㅋㅋ 지들이 박아놓은 QR코드는 인식도 못하고 어설프게 IoT 네 AI네 하지말구요 에어컨에 빅스비로고는 처박아놓고 와이파이 수동연결조차 진행을 못하는데 스마트는 무슨
2021년 3월 28일,밍키쪼꼬맘,3,2.0,개발자께서는 외부에 있을 때 사용할 수 있다고 하는데 전혀 아니였어요. 블루투스되는거리에서나 가능하고 집밖에서 백미터 나가니 전혀 안되더라구요. 외부에서는 스마트홈이 나은거같아요
2021년 4월 21일,wooseok suh,1,,브리츠 인이어 블루투스를 쓰는데 소리가 좌우 동시에 안되고 한쪽 씩만들려요 ㅡㅡ 산제하면 정상적으로 양쪽채널을 잘분리 해서 들리는데 설치하면 연결은 둘다 되있는데 소리가 한쪽들림 스테레오가 안되고 싱글 이어폰으로만 인식해요 분명 연결은 둘다되있어서 버튼을 놀르면 눌르는 쪽만들림
2021년 4월 21일,Rose Dusty,1,,장난 하세요 앱 연결이 안 되잖아요 갤럭시 홈 미니 사용하고 싶은데스마트 띵 연결이 안 돼요 블루투스 연결되는 거 보면은 저희 갤럭시 홈미니 잘못은 아니거든요 그러니까 연결이 안된다고 연결 접속 중이라고만 된다구요 앱을 고치던가 업그레이드 하던가 알아서 하시고 오류 빨리 고쳐주세요 으휴
2021년 7월 16일,진영길,5,5.0,"SmartThing은 TV와 연결이 화면에 직접 잘 나오고 편리한 앶입니다. 마음에 듭니다. GOOD~~~ 그런데, 요즈음은 되었다 안되었다하여, 유료로 스크린 미러를 사용하고 있습니다. 좋은 앱으로 계속 사용할 수 있으면 좋겠습니다."
2021년 6월 16일,Yoonpil Kim,1,,대체 업데이트는 왜하나요? 업데이트때마다 재등록해야하고 ap등록버튼 매뉴얼 바뀌면 어쩌라는겁니까? 무풍은 버튼은 무슨 예약확인버튼 눌러야하는데 장난하는것도 아니고...
2021년 5월 19일,서휘,1,6.0,공기청정기 들어갈 때 마다 매번 지역설정 뜨는데 지정 해도 지정도 안 되고 너무 불편하네요 이전 버전에서는 잘 썼는데 이번엔 완전 꽝이네요. 별 다섯 개에서 한 개로 바꿉니다!! 빨리 수정해주세요!!
2021년 5월 20일,이병우,5,,리모컨 기능 너무 좋아요!!!!!!
2021년 8월 2일,UME,3,1.0,"갤러시홈미니를 베타테스터로 이용중인데요 오류 보내는 항목이 정해져 있어서 기타 의견을 이 공간을 대신하여 전달드립니다 우선 갤럭시홈미니 전화 기능을 심심치 않게 이용하는데요 거리가 멀게 느껴진다는 반응이 많았습니다 거리는 1m 안이구요 그리고 에어컨이나 공기청정기 등 연동을 하게 되면 즉각적인 반응이 이루어지지가 않아사 역시나 자체적인 원격 어플을 통해서 하는게 더 빠룬거 같아요 물론 집에 있으면 한마디로 모든 기기를 관리가 가능하다는 점은 특장점인거 같습니다 스마트띵즈 어플을 키고 홈미니를 사용하게 되면 와이파이가 자동적으로 켜지...
전체 리뷰"
2021년 8월 3일,이영롱,5,,"iot 앱 중에 가장 좋은것 같고, 쭉 엘지폰 쓰다가 이번에 삼성폰 구매했는데 상단 노티바를 내리면 스마트싱스 제어할 수 있는 메뉴가 나와서 더 편해졌습니다. 엘지폰은 이게 안되거든요. 삼성에서 삼성폰만 되도록 막아둔건지...?"
2019년 4월 11일,김택진,2,,"일주일전부터 냉장고 문이 닫힘이라고 되어 있는데 , ""냉장고:AI진단 냉동실 문이 열려 있어 냉장고 내부의 온도가 높아질 수 있어요"" 라고 알림 이나오더니 오늘은 ""사용패턴 117회 문열림 ( 하루 평균 횟수)""""라고 나옴니다 일주일도 아니고 하루에 117회라니 두식구 사는데 식당도 아니고 일주일이면 몰라도.. 냉동실에 고드름이 끼는거로봐서는 냉장고 고장인거같기도 이니면 앱에 버그가 있는지 모르겠습니다"
2019년 1월 14일,죠리퐁좋아,5,,태그와 연결된 스마트띵스덕분에 지갑찾았습니다 감사합니다 너무 잘쓰고있어요~
2019년 1월 15일,Jong Hee Lee,2,,업데이트 전에는 공기청정기 센서 정보도 자세히 볼 수 있고 설정도 정상적으로 바꿀 수 있었는데 지금은 가스 상태만 보이고 설정도 모델에 맞지 않는 기능이 표시 됩니다. 전에는 라이팅 켜고 끌 수 있었는데 지금은 있지도 않은 바이러스 닥터를 설정 할 수 있는 메뉴가 있어요
2019년 7월 24일,지후지한,3,3.0,이번 업데이트로 벽걸이 에어컨이 스탠드에어컨과 묶였습니다. 이전처럼 따로 보일수 있게 해주세요. 상식적으로 벽걸이와 스탠드가 다른 공간에 설치되어 있을텐데 방을 나눈 의미가 없잖아요
2019년 7월 24일,이경희,1,2.0,"웨일 브라우저에서는 삼성 로그인을 지원하지 않는건가요? 사용하지도 않는 삼성브라우저를 설치했는데도 삼성어카운트에 접근이 안되는군요. 확인 바랍니다. G6사용중입니다. ⊙개발자 답글에 대한 댓글 : 단순히 스마트띵즈 로그인을 위해서 사용하지도 않는 삼성브라우저를 설치하고 메인 브라우저로 설정까지 바꾸었는데 그것도 모자라서 메인으로 쓰고있는 웨일브라우저를 지우라구요. 그게 가당키나 한 요구라고 개발자 양심으로 하신 말씀입니까? 이런 말도 안되는 상황을 당연시하는 삼성이 싫어서 마음에 안들어도 엘지폰 쓰는 사람입니다. 계속 지켜봅니다. ...
전체 리뷰"
2021년 7월 17일,YJ K,2,1.0,퀵패널에서 바로 기기 조작할수 있던거 없어지면서 불편하다는 얘기가 오래전부터 있는데 왜 아직까지 개선이 안될까요? 있다 없으니 너무 불편하네요. 빨리 퀵패널 돌려주세요~~
2021년 6월 27일,주용은,1,2.0,"시스템 에어컨 사용자인데 에어컨 개별 조절은 어플에서만되고 위에뜨는 바에서 되지도않고 빅스비로는 온도 조절도 안되고 너무 불편하네요 돈주고 와이파이킷까지 사서 했는데 스위치 온오프만 되게할꺼면 다른 회사 IR킷 사서 다른어플 사용하는게 낫지 이건 정말 효율이 별로에요 삼성으로 홈오토를 세팅해보려고 한건데 같은 회사 제품끼리 이런식으로 호환도 안되고 멀티 와이파이킷이라고 팔때는 엄청난 제품 판매하는것처럼 홍보하더니 정말 실망입니다 점점 더 불안정해지네요 추가로 오류가 있어 더 올립니다 AIM-H03N 사용자인데 지금 몇주째 에어컨 꺼...
전체 리뷰"
